TABLE AGENCIES,,,,,,,
agency_id,agency_name,agency_type,distribution_channel,,,,
620,2,2,No,125,Norway,50,29.70
621,2,2,No,8,Australia,30,17.82
622,2,2,No,5,United States,20,11.88
623,2,2,No,9,United States,89,53.46
624,2,2,No,26,Thailand,20,11.88
625,5,6,No,51,Indonesia,20,0.00
626,5,6,No,10,Netherlands,112,0.00
627,5,6,No,7,China,50,0.00
628,5,6,No,42,China,37,0.00
629,5,6,No,11,Thailand,32,0.00
630,5,6,No,12,China,36,0.00
631,5,6,No,16,United Kingdom,112,0.00
632,5,6,No,16,Malaysia,20,0.00
633,5,6,No,53,Hong Kong,20,0.00
634,5,6,No,73,Thailand,21,0.00
635,5,6,No,45,Thailand,21,0.00
636,5,6,No,73,Hong Kong,22,0.00
637,5,6,Yes,56,Germany,145,0.00
638,5,6,No,5,China,74,0.00
639,5,6,No,18,Myanmar,20,0.00
640,5,6,No,10,Japan,62,0.00
641,5,6,No,8,Vietnam,25,0.00
642,5,6,No,17,Canada,112,0.00
643,5,6,No,7,Korea,86,0.00
644,5,6,No,63,New Zealand,75,0.00
645,5,6,No,13,China,60,0.00
646,5,6,No,18,Myanmar,20,0.00
647,5,6,No,13,China,35,0.00
648,5,6,No,24,Taiwan,39,0.00
649,5,6,No,8,Malaysia,20,0.00
650,5,6,No,50,Cambodia,75,0.00
651,5,6,No,9,Thailand,25,0.00
652,5,6,No,69,Vietnam,28,0.00
653,5,6,No,34,New Zealand,94,0.00
654,5,6,No,35,India,37,0.00
655,5,6,No,46,Korea,34,0.00
656,5,6,No,44,Thailand,34,0.00
657,5,6,No,6,Cambodia,27,0.00
658,5,6,No,8,Thailand,20,0.00
659,5,6,No,10,China,0,0.00
660,5,6,No,44,United States,24,0.00
661,5,6,No,15,Indonesia,20,0.00
662,5,6,No,4,Malaysia,20,0.00
663,5,6,No,22,Korea,67,0.00
664,5,10,No,5,Malaysia,10,0.00
665,5,10,No,71,Hong Kong,62,0.00
666,5,10,No,20,France,69,0.00
667,5,10,No,50,Singapore,0,0.00
668,5,10,No,19,Singapore,24,0.00
669,5,10,No,7,Vietnam,10,0.00
670,5,10,No,21,Malaysia,11,0.00
671,5,10,No,278,Canada,71,0.00
672,5,10,No,13,China,32,0.00
673,5,10,No,7,Malaysia,10,0.00
674,5,10,No,12,Malaysia,10,0.00
675,5,10,No,21,United States,11,0.00
676,5,10,No,34,Korea,15,0.00
677,5,10,No,5,Malaysia,10,0.00
678,5,10,No,25,United States,80,0.00
679,5,10,No,1,China,10,0.00
680,5,10,No,34,India,27,0.00
681,5,10,No,18,India,80,0.00
682,5,10,No,82,Taiwan,24,0.00
683,5,10,No,27,Malaysia,25,0.00
684,5,10,No,51,New Zealand,54,0.00
685,5,10,No,31,Thailand,13,0.00
686,5,10,No,23,Malaysia,10,0.00
687,5,10,No,31,Singapore,16,0.00
688,5,10,No,1,Singapore,10,0.00
689,5,10,No,26,Singapore,16,0.00
690,5,10,No,26,Malaysia,21,0.00
691,5,10,No,13,Malaysia,10,0.00
692,5,10,No,90,Indonesia,10,0.00
693,5,10,No,45,Philippines,19,0.00
694,5,10,No,3,Australia,19,0.00
695,5,10,No,59,Philippines,16,0.00
696,5,10,No,107,Korea,45,0.00
697,5,10,No,7,Singapore,13,0.00
698,5,10,No,1,Singapore,10,0.00
699,5,10,No,4,Indonesia,13,0.00
700,5,10,No,18,Belgium,17,0.00
701,5,10,No,59,Netherlands,52,0.00
702,5,10,No,7,Indonesia,10,0.00
703,5,10,No,9,Malaysia,10,0.00
704,5,10,No,2,Singapore,32,0.00
705,5,10,No,7,Hong Kong,17,0.00
706,5,10,No,31,Ireland,15,0.00
707,5,10,No,18,Indonesia,12,0.00
708,5,10,No,277,United Kingdom,80,0.00
709,5,10,No,20,Korea,11,0.00
710,5,10,No,277,Switzerland,80,0.00
711,5,10,No,72,Philippines,19,0.00
712,5,10,No,12,Hong Kong,19,0.00
713,5,10,No,10,Germany,13,0.00
714,5,10,No,50,Philippines,10,0.00
715,5,10,No,8,Korea,59,0.00
716,5,10,No,39,Ireland,35,0.00
717,5,10,No,39,Thailand,10,0.00
718,5,10,No,23,United States,68,0.00
719,5,10,No,27,Japan,39,0.00
720,5,10,No,4,Singapore,12,0.00
721,5,10,No,20,Vietnam,10,0.00
722,5,10,No,6,Vietnam,13,0.00
723,5,10,No,53,Germany,61,0.00
724,5,10,No,4,Indonesia,19,0.00
725,5,10,No,23,Australia,41,0.00
726,5,11,No,3,Korea,30,0.00
727,5,11,No,12,Singapore,29,0.00
728,5,11,No,3,Singapore,65,0.00
729,5,11,No,32,Australia,24,0.00
730,5,11,No,9,Thailand,20,0.00
731,5,11,No,4,Singapore,31,0.00
732,7,3,No,15,India,60,24.00
733,7,3,No,47,India,39,15.60
734,7,3,No,2,India,42,16.80
735,7,3,No,25,India,31,12.40
736,7,3,No,5,India,195,78.00
737,4,3,No,13,Indonesia,48,18.24
738,8,3,No,8,Brunei Darussalam,23,9.20
739,8,3,No,8,Brunei Darussalam,15,6.00
740,9,12,No,78,Singapore,7,1.84
741,9,12,No,51,Singapore,14,4.02
742,3,4,No,12,Thailand,30,10.50
743,3,4,No,75,Korea,26,9.10
744,3,4,No,9,Taiwan,26,9.10
745,3,4,No,9,Macao,22,7.70
746,3,4,No,3,Thailand,18,6.30
747,3,4,No,2,Malaysia,18,6.30
748,3,4,No,7,Malaysia,18,6.30
749,3,4,No,11,Macao,35,12.25
750,3,4,No,8,Malaysia,0,6.30
751,3,4,No,25,Indonesia,22,7.70
752,3,4,No,2,Thailand,18,6.30
753,3,4,No,27,Thailand,30,10.50
754,3,4,No,11,Hong Kong,35,12.25
755,3,4,No,178,Indonesia,30,10.50
756,3,4,No,8,Thailand,18,6.30
757,3,4,No,8,Thailand,18,6.30
758,3,4,No,10,Malaysia,22,7.70
759,3,4,No,1,Thailand,18,6.30
760,3,4,No,10,Japan,35,12.25
761,3,3,No,12,Korea,58,20.30
762,3,3,No,80,United Arab Emirates,109,38.15
763,3,3,No,32,Japan,69,24.15
764,11,1,No,35,Thailand,29,9.57
765,3,4,No,33,Malaysia,33,11.55
766,1,1,No,25,China,0,16.50
767,11,1,No,34,Thailand,29,9.57
768,12,1,No,150,Malaysia,29,9.57
769,10,13,No,74,Philippines,25,8.71
770,10,13,No,3,Philippines,0,8.56
771,6,7,No,86,Singapore,75,18.73
772,6,7,No,3,Singapore,27,6.75
773,6,7,No,10,Singapore,53,13.31
774,6,7,No,9,Singapore,20,5.06
775,6,7,No,15,Singapore,69,17.25
776,6,7,No,9,Singapore,35,8.81
777,6,8,No,9,Singapore,62,15.56
778,6,8,No,7,Singapore,62,15.56
779,6,8,No,8,Singapore,83,20.75
780,6,14,No,9,Singapore,89,22.31
781,6,9,Yes,364,Singapore,253,63.21
782,6,9,No,365,Singapore,202,50.58
783,2,2,No,10,Thailand,40,23.76
784,2,2,No,8,Malaysia,40,23.76
785,2,2,No,72,Australia,20,11.88
786,2,2,No,19,United States,50,29.70
787,2,2,No,86,Australia,50,29.70
788,2,2,No,35,United States,40,23.76
789,2,2,No,28,Thailand,40,23.76
790,2,2,No,99,Australia,69,41.58
791,2,2,No,29,United States,30,17.82
792,2,2,No,171,Malaysia,30,17.82
793,2,2,No,25,Malaysia,30,17.82
794,2,2,No,2,United Kingdom,20,11.88
795,2,2,No,34,Australia,30,17.82
796,2,2,No,2,United States,20,11.88
797,2,2,No,127,Malaysia,50,29.70
798,2,2,No,160,New Zealand,40,23.76
799,2,2,No,163,New Zealand,20,11.88
800,2,2,No,168,New Zealand,50,29.70
801,2,2,No,2,Singapore,20,11.88
802,2,2,No,78,United Kingdom,99,59.40
803,2,2,No,9,Malaysia,30,17.82
804,2,2,No,35,Malaysia,30,17.82
805,2,2,No,41,Thailand,40,23.76
806,2,2,No,27,Malaysia,30,17.82
807,2,2,No,158,Australia,178,106.92
808,2,2,No,150,Australia,99,59.40
809,2,2,No,2,United States,20,11.88
810,2,2,No,325,Australia,99,59.40
811,2,2,No,325,Australia,99,59.40
812,2,2,No,16,Switzerland,0,47.52
813,5,6,No,14,China,46,0.00
814,5,6,No,54,Taiwan,27,0.00
815,5,6,No,12,China,32,0.00
816,5,6,No,24,United Kingdom,112,0.00
817,5,6,No,91,Indonesia,20,0.00
818,5,6,No,8,China,41,0.00
819,5,6,No,4,Malaysia,20,0.00
820,5,6,No,14,South Africa,20,0.00
821,5,6,No,31,China,45,0.00
822,5,6,No,116,Japan,55,0.00
823,5,6,No,18,Indonesia,20,0.00
824,5,6,No,215,Vietnam,20,0.00
825,5,6,No,149,Malaysia,20,0.00
826,5,6,No,37,Japan,0,0.00
827,5,6,No,33,Indonesia,20,0.00
828,5,6,No,11,Japan,42,0.00
829,5,6,No,51,Singapore,20,0.00
830,5,6,No,22,Indonesia,20,0.00
831,5,6,No,69,United Kingdom,89,0.00
832,5,6,No,68,Vietnam,29,0.00
833,5,6,No,20,Indonesia,20,0.00
834,5,6,No,25,Thailand,46,0.00
835,5,6,No,7,Australia,62,0.00
836,5,6,No,215,Vietnam,20,0.00
837,5,6,No,149,Malaysia,20,0.00
838,5,6,No,10,Vietnam,28,0.00
839,5,6,No,18,Cambodia,45,0.00
840,5,6,No,20,Lao,23,0.00
841,5,6,No,40,Singapore,44,0.00
842,5,6,No,19,Philippines,20,0.00
843,5,6,No,51,United States,112,0.00
844,5,6,No,85,Singapore,95,0.00
845,5,6,No,12,Indonesia,31,0.00
846,5,6,No,17,Indonesia,47,0.00
847,5,10,No,36,India,26,0.00
848,5,10,No,28,United Kingdom,62,0.00
849,5,10,No,6,Malaysia,10,0.00
850,5,10,No,68,Philippines,72,0.00
851,5,10,No,9,Singapore,13,0.00
852,5,10,No,24,Thailand,10,0.00
853,5,10,No,5,Singapore,13,0.00
854,5,10,No,30,Thailand,14,0.00
855,5,10,No,10,Singapore,10,0.00
856,5,10,No,108,Nepal,18,0.00
857,5,10,No,14,China,26,0.00
858,5,10,No,36,Thailand,38,0.00
859,5,10,No,212,Indonesia,34,0.00
860,5,10,No,3,Thailand,27,0.00
861,5,10,No,22,Taiwan,19,0.00
862,5,10,No,9,India,24,0.00
863,5,10,No,107,Singapore,0,0.00
864,5,10,No,282,Korea,37,0.00
865,5,10,No,276,Czech Republic,80,0.00
866,5,10,No,14,Germany,14,0.00
867,5,10,No,30,Russian Federation,80,0.00
868,5,10,No,9,Korea,38,0.00
869,5,10,No,52,Singapore,11,0.00
870,5,10,No,46,Germany,51,0.00
871,5,10,No,1,Indonesia,10,0.00
872,5,10,No,174,China,41,0.00
873,5,10,No,46,United States,35,0.00
874,5,10,No,7,United Kingdom,12,0.00
875,5,10,No,35,Taiwan,10,0.00
876,5,10,No,51,Japan,82,0.00
877,5,10,No,38,China,19,0.00
878,5,10,No,4,Australia,38,0.00
879,5,10,No,3,Korea,17,0.00
880,5,10,No,26,France,64,0.00
881,5,10,No,39,Vietnam,15,0.00
882,5,10,No,50,China,27,0.00
883,5,10,No,13,United States,80,0.00
884,5,10,No,25,India,27,0.00
885,5,10,No,7,New Zealand,10,0.00
886,5,10,No,19,Chile,80,0.00
887,5,10,No,16,Malaysia,10,0.00
888,5,10,No,15,Sri Lanka,17,0.00
889,5,10,No,4,Malaysia,26,0.00
890,5,10,No,23,Malaysia,28,0.00
891,5,10,No,38,Vietnam,10,0.00
892,5,10,No,3,Canada,59,0.00
893,5,10,No,17,Thailand,23,0.00
894,5,10,No,2,India,10,0.00
895,5,10,No,8,Thailand,10,0.00
896,5,10,No,19,Japan,34,0.00
897,5,11,No,9,China,20,0.00
898,5,11,No,20,China,41,0.00
899,5,11,No,1,India,31,0.00
900,5,11,No,19,China,43,0.00
901,5,11,No,1,United States,74,0.00
902,5,11,No,11,China,26,0.00
903,5,11,No,42,Australia,24,0.00
904,5,11,No,21,Singapore,20,0.00
905,5,11,No,33,Vietnam,20,0.00
906,5,11,No,8,India,20,0.00
907,5,11,No,4,China,27,0.00
908,5,11,No,11,Singapore,39,0.00
909,7,3,No,64,India,62,24.80
910,7,3,No,21,India,31,12.40
911,4,5,No,51,Indonesia,29,11.02
912,8,3,No,0,Brunei Darussalam,15,6.00
913,8,3,No,6,Brunei Darussalam,15,6.00
914,8,3,No,6,Brunei Darussalam,15,6.00
915,8,3,No,29,Brunei Darussalam,23,9.20
916,3,4,No,6,Taiwan,22,7.70
917,3,4,No,38,Thailand,22,7.70
918,3,4,No,17,India,22,7.70
919,3,4,No,155,Philippines,37,12.95
920,3,4,No,11,Thailand,22,7.70
921,3,4,No,4,China,22,7.70
922,3,4,No,10,Malaysia,30,10.50
923,3,4,No,36,China,35,12.25
924,3,4,No,90,China,44,15.40
925,3,4,No,3,China,22,7.70
926,3,4,No,8,Malaysia,18,6.30
927,3,4,No,6,China,26,9.10
928,3,4,No,2,Thailand,18,6.30
929,3,3,No,65,United States,96,33.60
930,3,3,No,40,Japan,45,15.75
931,3,3,No,7,Thailand,26,9.10
932,3,3,No,20,Australia,45,15.75
933,5,6,No,79,Philippines,20,0.00
934,11,1,No,67,Thailand,29,9.57
935,9,12,No,18,Singapore,17,4.74
936,9,12,No,22,Singapore,21,5.93
937,6,7,No,6,Singapore,20,5.06
938,2,2,No,101,New Zealand,10,5.94
939,2,2,No,100,New Zealand,30,17.82
940,2,2,No,17,Malaysia,30,17.82
941,2,2,No,37,Malaysia,40,23.76
942,2,2,No,135,Australia,109,65.34
943,2,2,No,52,Australia,99,59.40
944,2,2,No,153,Italy,50,29.70
945,2,2,No,93,Italy,30,17.82
946,2,2,No,72,Norway,59,35.64
947,2,2,No,8,Malaysia,10,5.94
948,2,2,No,5,Malaysia,10,5.94
949,2,2,No,328,Australia,59,35.64
950,2,2,No,65,Korea,20,11.88
951,2,2,No,22,Malaysia,30,17.82
952,5,6,No,276,Canada,0,0.00
953,5,6,No,37,Thailand,21,0.00
954,5,6,No,43,Japan,82,0.00
955,5,6,No,10,France,112,0.00
956,5,6,No,71,China,35,0.00
957,5,6,No,103,Vietnam,20,0.00
958,5,6,No,12,Thailand,20,0.00
959,5,6,No,28,Singapore,57,0.00
960,5,6,No,47,Israel,110,0.00
961,5,6,No,16,China,27,0.00
962,5,6,No,3,Malaysia,20,0.00
963,5,6,No,106,Japan,32,0.00
964,5,6,No,25,Indonesia,63,0.00
965,5,6,No,4,Malaysia,20,0.00
966,5,6,No,6,Malaysia,20,0.00
967,5,6,Yes,51,Philippines,20,0.00
968,5,6,No,63,Japan,38,0.00
969,5,6,No,48,Indonesia,20,0.00
970,5,6,No,15,Cambodia,20,0.00
971,5,6,No,48,Indonesia,20,0.00
972,5,6,No,123,Vietnam,38,0.00
973,5,6,No,42,Indonesia,112,0.00
974,5,6,No,8,Malaysia,20,0.00
975,5,6,No,30,Singapore,45,0.00
976,5,6,No,16,Hong Kong,28,0.00
977,5,10,No,41,Philippines,16,0.00
978,5,10,No,9,Myanmar,25,0.00
979,5,10,No,108,Australia,60,0.00
980,5,10,No,46,Malaysia,12,0.00
981,5,10,No,51,France,51,0.00
982,5,10,No,43,Indonesia,10,0.00
983,5,10,No,90,Japan,47,0.00
984,5,10,No,23,Indonesia,14,0.00
985,5,10,No,8,Malaysia,16,0.00
986,5,10,No,67,New Zealand,0,0.00
987,5,10,No,46,India,12,0.00
988,5,10,No,10,United Kingdom,10,0.00
989,5,10,No,6,China,51,0.00
990,5,10,No,4,China,10,0.00
991,5,10,No,64,Philippines,16,0.00
992,5,10,No,108,Thailand,27,0.00
993,5,10,No,77,Finland,57,0.00
994,5,10,No,40,Vietnam,17,0.00
995,5,10,No,5,Singapore,10,0.00
996,5,10,No,3,United States,10,0.00
997,5,10,No,1,Singapore,12,0.00
998,5,10,No,72,Korea,37,0.00
999,5,10,No,13,Japan,21,0.00
1000,5,10,No,73,United States,80,0.00
1001,5,10,No,151,United States,80,0.00
1002,5,10,No,2,Singapore,37,0.00
1003,5,10,No,42,China,13,0.00
1004,5,10,No,9,Canada,0,0.00
1005,5,10,No,23,Japan,21,0.00
1006,5,10,No,198,Singapore,0,0.00
1007,5,10,No,6,Philippines,17,0.00
1008,5,10,No,25,Indonesia,10,0.00
1009,5,10,No,27,India,10,0.00
1010,5,10,No,27,Bangladesh,59,0.00
1011,5,10,No,10,Philippines,18,0.00
1012,5,10,No,36,Singapore,42,0.00
1013,5,10,No,13,Malaysia,10,0.00
1014,5,10,No,100,Malaysia,10,0.00
1015,5,10,No,37,Vietnam,10,0.00
1016,5,10,No,34,India,13,0.00
1017,5,10,No,8,Malaysia,10,0.00
1018,5,11,No,8,Malaysia,20,0.00
1019,5,11,No,53,United Kingdom,20,0.00
1020,5,11,No,2,Thailand,20,0.00
1021,5,11,No,2,Vietnam,20,0.00
1022,5,11,No,6,Singapore,20,0.00
1023,5,11,No,4,Vietnam,20,0.00
1024,5,11,No,2,Philippines,20,0.00
1025,5,11,No,9,United States,34,0.00
1026,5,11,No,6,United States,23,0.00
1027,5,11,No,25,Lao,23,0.00
1028,7,3,No,25,India,60,24.00
1029,4,3,No,8,Indonesia,22,8.36
1030,4,3,No,37,Germany,109,41.42
1031,4,3,No,57,Denmark,75,28.50
1032,8,3,No,30,Brunei Darussalam,31,12.40
1033,8,3,No,12,Brunei Darussalam,15,6.00
1034,9,12,No,20,Singapore,4,1.16
1035,9,12,No,77,Singapore,8,2.22
1036,9,12,No,114,Singapore,7,1.88
1037,9,12,No,49,Singapore,2,0.56
1038,9,12,No,48,Singapore,3,0.77
1039,9,12,No,106,Singapore,4,1.24
1040,9,12,No,15,Singapore,2,0.69
1041,3,4,No,28,China,35,12.25
1042,3,4,No,71,Korea,35,12.25
1043,3,4,No,7,Thailand,18,6.30
1044,3,4,No,9,Hong Kong,26,9.10
1045,3,4,No,45,Myanmar,18,6.30
1046,3,4,No,25,China,35,12.25
1047,3,4,No,2,Malaysia,18,6.30
1048,3,4,No,8,Thailand,18,6.30
1049,3,4,No,7,Malaysia,18,6.30
1050,3,4,No,9,Malaysia,18,6.30
1051,3,4,No,40,Japan,35,12.25
1052,3,4,No,20,Philippines,18,6.30
1053,3,4,No,12,Malaysia,18,6.30
1054,3,4,No,100,Thailand,33,11.55
1055,3,3,No,32,Australia,83,29.05
1056,3,3,No,4,United States,55,19.25
1057,1,1,No,75,Thailand,29,9.57
1058,10,13,No,6,Philippines,40,13.95
1059,6,8,No,3,Singapore,26,6.47
1060,6,8,No,26,Singapore,76,19.07
1061,2,2,No,28,Australia,50,29.70
1062,2,2,No,34,Thailand,0,41.58
1063,2,2,No,13,Malaysia,20,11.88
1064,2,2,No,146,Australia,69,41.58
1065,2,2,No,31,Malaysia,50,29.70
1066,2,2,No,54,Australia,59,35.64
1067,2,2,No,7,Canada,69,41.58
1068,2,2,No,43,Australia,168,100.98
1069,2,2,No,22,Thailand,30,17.82
1070,2,2,No,7,Thailand,0,35.64
1071,2,2,No,10,Japan,0,17.82
1072,2,2,No,33,Italy,40,23.76
1073,2,2,No,28,Australia,0,17.82
1074,2,2,No,28,Australia,20,11.88
1075,2,2,No,9,Thailand,40,23.76
1076,2,2,No,63,Malaysia,30,17.82
1077,2,2,No,34,New Zealand,69,41.58
1078,2,2,No,23,Singapore,0,23.76
1079,2,2,No,23,Malaysia,30,17.82
1080,2,2,No,99,Italy,50,29.70
1081,2,2,No,51,Iceland,99,59.40
1082,2,2,No,13,Portugal,59,35.64
1083,5,6,No,49,India,28,0.00
1084,5,6,No,29,Japan,43,0.00
1085,5,6,No,46,Israel,0,0.00
1086,5,6,No,35,New Zealand,98,0.00
1087,5,6,No,36,Hong Kong,20,0.00
1088,5,6,No,27,India,54,0.00
1089,5,6,No,49,Israel,112,0.00
1090,5,6,No,25,India,54,0.00
1091,5,6,No,22,Singapore,48,0.00
1092,5,6,No,133,Korea,47,0.00
1093,5,6,No,32,Hong Kong,21,0.00
1094,5,6,No,12,Thailand,20,0.00
1095,5,6,No,97,Japan,38,0.00
1096,5,6,No,13,Myanmar,20,0.00
1097,5,6,No,57,Vietnam,20,0.00
1098,5,6,No,7,China,25,0.00
1099,5,6,No,82,Australia,72,0.00
1100,5,6,No,266,Thailand,31,0.00
1101,5,6,No,83,Philippines,27,0.00
1102,5,6,No,147,Malaysia,20,0.00
1103,5,6,No,15,Thailand,20,0.00
1104,5,6,No,83,Myanmar,20,0.00
1105,5,6,No,6,Australia,52,0.00
1106,5,6,No,28,Australia,73,0.00
1107,5,6,No,43,Hong Kong,29,0.00
1108,5,6,No,91,Australia,51,0.00
1109,5,6,No,180,Indonesia,23,0.00
1110,5,6,No,32,India,39,0.00
1111,5,6,No,49,Thailand,20,0.00
1112,5,6,No,92,United Kingdom,79,0.00
1113,5,6,Yes,24,Lao,21,0.00
1114,5,6,No,41,Germany,99,0.00
1115,5,6,No,5,Malaysia,22,0.00
1116,5,6,No,43,Thailand,26,0.00
1117,5,6,No,7,Singapore,20,0.00
1118,5,6,No,11,Thailand,20,0.00
1119,5,6,No,24,Romania,94,0.00
1120,5,6,No,26,Thailand,23,0.00
1121,5,6,No,9,Thailand,28,0.00
1122,5,6,No,13,Indonesia,20,0.00
1123,5,6,No,15,India,37,0.00
1124,5,6,No,64,United States,192,0.00
1125,5,6,No,126,Malaysia,20,0.00
1126,5,6,No,14,Indonesia,33,0.00
1127,5,6,No,14,Hong Kong,40,0.00
1128,5,6,No,69,United States,112,0.00
1129,5,6,No,11,Lao,36,0.00
1130,5,6,No,7,Philippines,23,0.00
1131,5,10,No,102,Singapore,10,0.00
1132,5,10,No,273,United States,64,0.00
1133,5,10,No,82,Japan,26,0.00
1134,5,10,No,1,Thailand,10,0.00
1135,5,10,No,35,China,15,0.00
1136,5,10,No,42,Thailand,11,0.00
1137,5,10,No,5,Vietnam,80,0.00
1138,5,10,No,8,Vietnam,80,0.00
1139,5,10,No,3,Indonesia,17,0.00
1140,5,10,No,10,Japan,24,0.00
1141,5,10,No,51,Indonesia,10,0.00
1142,5,10,No,50,Malaysia,21,0.00
1143,5,10,No,2,Kenya,24,0.00
1144,5,10,No,10,New Zealand,10,0.00
1145,5,10,No,19,India,36,0.00
1146,5,10,No,50,Taiwan,10,0.00
1147,5,10,No,45,Hong Kong,11,0.00
1148,5,10,No,37,Malaysia,10,0.00
1149,5,10,No,25,Singapore,63,0.00
1150,5,10,No,44,China,45,0.00
1151,5,10,No,23,Nepal,28,0.00
1152,5,10,No,7,Cambodia,23,0.00
1153,5,10,No,40,Singapore,22,0.00
1154,5,10,No,42,China,28,0.00
1155,5,10,No,65,Korea,25,0.00
1156,5,10,No,3,China,19,0.00
1157,5,10,No,144,Korea,35,0.00
1158,5,10,No,103,United States,16,0.00
1159,5,10,No,70,Singapore,10,0.00
1160,5,10,No,5,Singapore,10,0.00
1161,5,10,No,12,Malaysia,10,0.00
1162,5,10,No,17,Indonesia,10,0.00
1163,5,10,No,34,Vietnam,10,0.00
1164,5,10,No,8,Cambodia,14,0.00
1165,5,10,No,12,Philippines,30,0.00
1166,5,10,No,127,United States,80,0.00
1167,5,10,No,4,Thailand,10,0.00
1168,5,10,No,125,Japan,35,0.00
1169,5,10,No,5,Korea,21,0.00
1170,5,10,No,21,Indonesia,43,0.00
1171,5,10,No,31,Malaysia,10,0.00
1172,5,10,No,41,United States,19,0.00
1173,5,10,No,7,Thailand,15,0.00
1174,5,10,No,5,China,24,0.00
1175,5,10,No,13,Indonesia,11,0.00
1176,5,10,No,26,China,62,0.00
1177,5,10,No,175,United Kingdom,60,0.00
1178,5,10,No,78,Italy,67,0.00
1179,5,10,No,66,Switzerland,40,0.00
1180,5,10,No,274,Georgia,69,0.00
1181,5,10,No,4,Indonesia,22,0.00
1182,5,10,No,275,Canada,74,0.00
1183,5,10,No,12,Cambodia,17,0.00
1184,5,10,No,51,Turkey,42,0.00
1185,5,10,No,30,India,16,0.00
1186,5,11,No,23,Nepal,20,0.00
1187,5,11,No,34,Singapore,23,0.00
1188,5,11,No,2,Indonesia,66,0.00
1189,5,11,No,19,Australia,20,0.00
1190,5,11,No,70,Singapore,20,0.00
1191,5,11,No,10,Romania,92,0.00
1192,5,11,No,15,Sweden,63,0.00
1193,5,11,No,6,Singapore,20,0.00
1194,5,11,No,14,Singapore,20,0.00
1195,7,3,No,23,India,78,31.20
1196,7,3,No,58,India,31,12.40
1197,7,3,No,23,India,78,31.20
1198,4,5,No,16,Indonesia,83,31.54
1199,9,12,No,35,Singapore,6,1.66
1200,9,12,No,113,Singapore,5,1.43
1201,9,12,No,7,Singapore,1,0.16
1202,3,4,No,37,Philippines,22,7.70
1203,3,4,No,14,Indonesia,18,6.30
1204,3,4,No,7,Vietnam,22,7.70
1205,3,4,No,70,China,40,14.00
1206,3,4,No,181,Indonesia,37,12.95
1207,3,4,No,7,Thailand,18,6.30
1208,3,4,No,14,Indonesia,22,7.70
1209,3,4,No,5,Thailand,22,7.70
1210,3,3,No,30,United States,121,42.35
1211,3,3,No,18,Australia,58,20.30
1212,3,3,No,34,China,92,32.20
1213,6,7,No,16,Singapore,27,6.75
1214,6,7,No,19,Singapore,0,12.94
1215,6,7,No,13,Singapore,44,11.06
1216,6,8,No,6,Singapore,37,9.19
1217,6,8,No,21,Singapore,62,15.56
1218,6,8,No,10,Singapore,38,9.38
1219,6,8,No,6,Singapore,28,6.94
1220,2,2,No,4,Australia,40,23.76
1221,2,2,No,6,Malaysia,30,17.82
1222,2,2,No,10,United States,69,41.58
1223,2,2,No,15,United States,149,89.10
1224,2,2,No,4,Malaysia,20,11.88
1225,2,2,No,68,Australia,50,29.70
1226,2,2,No,29,Korea,30,17.82
1227,2,2,No,158,Korea,40,23.76
1228,2,2,No,1,Malaysia,10,5.94
1229,2,2,No,154,Australia,109,65.34
1230,2,2,No,4,Malaysia,30,17.82
1231,2,2,No,149,Switzerland,59,35.64
1232,2,2,No,155,Italy,40,23.76
1233,2,2,No,21,Finland,79,47.52
1234,2,2,No,112,Australia,109,65.34
1235,2,2,No,7,Italy,0,41.58
1236,2,2,No,7,Malaysia,30,17.82
1237,2,2,No,26,Taiwan,20,11.88
1238,2,2,No,99,Netherlands,188,112.86
1239,2,2,No,13,South Africa,99,59.40
1240,2,2,No,2,Singapore,10,5.94
1241,2,2,No,23,Singapore,50,29.70
1242,2,2,No,66,Australia,69,41.58
1243,2,2,No,117,Australia,89,53.46
1244,5,6,No,56,Switzerland,67,0.00
1245,5,6,No,27,China,46,0.00
1246,5,6,No,5,Malaysia,20,0.00
1247,5,6,No,114,China,44,0.00
1248,5,6,No,2,Malaysia,21,0.00
1249,5,6,No,4,Philippines,27,0.00
1250,5,6,No,34,Singapore,41,0.00
1251,5,6,No,34,Singapore,33,0.00
1252,5,6,No,140,Malaysia,20,0.00
1253,5,6,No,8,Indonesia,84,0.00
1254,5,6,No,36,Hong Kong,23,0.00
1255,5,6,No,54,Japan,58,0.00
1256,5,6,No,84,Japan,67,0.00
1257,5,6,No,16,Singapore,82,0.00
1258,5,6,No,11,India,20,0.00
1259,5,6,No,16,China,41,0.00
1260,5,6,No,189,Canada,94,0.00
1261,5,6,No,76,Korea,54,0.00
1262,5,6,No,189,Canada,94,0.00
1263,5,6,No,33,Singapore,59,0.00
1264,5,6,No,33,China,45,0.00
1265,5,6,No,23,Thailand,62,0.00
1266,5,6,No,46,Thailand,20,0.00
1267,5,6,No,99,Thailand,20,0.00
1268,5,6,No,202,Japan,38,0.00
1269,5,6,No,327,Japan,45,0.00
1270,5,6,No,6,Malaysia,20,0.00
1271,5,6,No,26,Vietnam,34,0.00
1272,5,6,No,6,Indonesia,20,0.00
1273,5,6,No,22,Italy,87,0.00
1274,5,6,No,24,Philippines,39,0.00
1275,5,6,No,10,Taiwan,56,0.00
1276,5,6,No,45,Japan,49,0.00
1277,5,6,No,8,Taiwan,70,0.00
